invocation_id,job_id,job_name,job_run_id,run_started_at,run_completed_at,generated_at,created_at,command,dbt_version,elementary_version,full_refresh,invocation_vars,vars,target_name,target_database,target_schema,target_profile_name,threads,selected,yaml_selector,project_id,project_name,env,env_id,cause_category,cause,pull_request_id,git_sha,orchestrator,dbt_user,job_url,job_run_url,account_id,target_adapter_specific_fields
f505f1b2-6ee0-4720-955d-cd2745866152,,,,2024-02-20 09:23:09,2024-02-20 09:23:42,2024-02-20 09:23:42,2024-02-20 09:23:42.825899,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 20, ""limit_groups_table"": 10, ""limit_transactions_tables"": 100}",dbt_run_local,postgres,transformed,local_db,8,[],,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
053698d1-d4b9-4aca-9d36-b6f431202c14,,,,2024-02-20 09:45:31,2024-02-20 09:45:36,2024-02-20 09:45:36,2024-02-20 09:45:36.601542,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 20, ""limit_groups_table"": 10, ""limit_transactions_tables"": 100}",dbt_run_local,postgres,transformed,local_db,8,"[""view_selection_tool""]",,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
f1706541-1a11-42d5-81fb-d459665428d7,,,,2024-02-20 11:40:21,2024-02-20 11:40:55,2024-02-20 11:40:55,2024-02-20 11:40:55.961159,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 20, ""limit_groups_table"": 10, ""limit_transactions_tables"": 100}",dbt_run_local,postgres,transformed,local_db,8,[],,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
a4b69d8f-30b6-4a8e-93f8-a19a75bf6923,,,,2024-02-20 11:41:09,2024-02-20 11:41:15,2024-02-20 11:41:15,2024-02-20 11:41:15.222457,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 20, ""limit_groups_table"": 10, ""limit_transactions_tables"": 100}",dbt_run_local,postgres,transformed,local_db,8,"[""view_selection_tool""]",,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
dc562945-f612-40da-a2e9-6eedd26cd9fd,,,,2024-02-20 12:31:52,2024-02-20 12:32:19,2024-02-20 12:32:19,2024-02-20 12:32:20.078253,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 20, ""limit_groups_table"": 10, ""limit_transactions_tables"": 100}",dbt_run_local,postgres,transformed,local_db,8,[],,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
62f1bb21-2525-42a1-9015-12ff3e19c1bf,,,,2024-02-20 12:32:37,2024-02-20 12:32:42,2024-02-20 12:32:42,2024-02-20 12:32:43.065129,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 20, ""limit_groups_table"": 10, ""limit_transactions_tables"": 100}",dbt_run_local,postgres,transformed,local_db,8,"[""view_selection_tool""]",,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
001e816d-e75a-40e6-8879-2d179415e4b7,,,,2024-02-22 07:53:52,2024-02-22 08:12:50,2024-02-22 08:12:50,2024-02-22 08:12:50.563969,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 10000000, ""limit_groups_table"": 1000000, ""limit_transactions_tables"": 50000000}",dbt_run_local,postgres,transformed,local_db,8,[],,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
a2eb56e1-cae2-4660-ae3f-43767be7a11e,,,,2024-02-22 08:15:00,2024-02-22 08:15:05,2024-02-22 08:15:05,2024-02-22 08:15:06.018613,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 10000000, ""limit_groups_table"": 1000000, ""limit_transactions_tables"": 50000000}",dbt_run_local,postgres,transformed,local_db,8,"[""view_selection_tool""]",,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
62cfc86a-d970-4eb8-83d2-3cc14e9515f3,,,,2024-02-22 08:36:55,2024-02-22 08:54:03,2024-02-22 08:54:03,2024-02-22 08:54:03.255355,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 10000000, ""limit_groups_table"": 1000000, ""limit_transactions_tables"": 50000000}",dbt_run_local,postgres,transformed,local_db,8,[],,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
a917281b-321c-4d5e-9fd5-14023080cc8e,,,,2024-02-22 08:54:30,2024-02-22 08:54:39,2024-02-22 08:54:39,2024-02-22 08:54:39.219316,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 10000000, ""limit_groups_table"": 1000000, ""limit_transactions_tables"": 50000000}",dbt_run_local,postgres,transformed,local_db,8,"[""view_selection_tool""]",,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
26d6659f-118c-4b04-97f2-b06387a6bc47,,,,2024-02-22 08:59:32,2024-02-22 09:02:39,2024-02-22 09:02:39,2024-02-22 09:02:40.074426,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 1000000, ""limit_groups_table"": 100000, ""limit_transactions_tables"": 50000000}",dbt_run_local,postgres,transformed,local_db,8,[],,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
3e5e955d-c5b1-4e0e-a737-5fa1ae53671f,,,,2024-02-22 09:09:29,2024-02-22 09:09:35,2024-02-22 09:09:35,2024-02-22 09:09:35.376595,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 1000000, ""limit_groups_table"": 100000, ""limit_transactions_tables"": 50000000}",dbt_run_local,postgres,transformed,local_db,8,"[""view_selection_tool""]",,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
74b84f06-a90c-411d-a6d5-48df283adef4,,,,2024-02-22 09:16:59,2024-02-22 09:24:42,2024-02-22 09:24:42,2024-02-22 09:24:42.696488,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 1000000, ""limit_groups_table"": 100000, ""limit_transactions_tables"": 50000000}",dbt_run_local,postgres,transformed,local_db,8,[],,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
5b5b4bee-5f3e-44a2-8e57-ee21cb5251d4,,,,2024-02-22 09:25:08,2024-02-22 09:25:15,2024-02-22 09:25:15,2024-02-22 09:25:15.100477,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 1000000, ""limit_groups_table"": 100000, ""limit_transactions_tables"": 50000000}",dbt_run_local,postgres,transformed,local_db,8,"[""view_selection_tool""]",,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
5353c3fd-9dd3-476a-8335-66a968194785,,,,2024-02-22 09:32:29,2024-02-22 09:33:48,2024-02-22 09:33:48,2024-02-22 09:33:48.600481,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 100000, ""limit_groups_table"": 10000, ""limit_transactions_tables"": 25000000}",dbt_run_local,postgres,transformed,local_db,8,[],,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
0d8f3ebf-421d-4acc-baaa-dcb0ead66354,,,,2024-02-22 09:34:57,2024-02-22 09:35:03,2024-02-22 09:35:03,2024-02-22 09:35:03.542244,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 100000, ""limit_groups_table"": 10000, ""limit_transactions_tables"": 25000000}",dbt_run_local,postgres,transformed,local_db,8,"[""view_selection_tool""]",,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
64e613e6-cb37-4113-b046-7b0e5536917b,,,,2024-02-22 09:41:01,2024-02-22 09:44:04,2024-02-22 09:44:04,2024-02-22 09:44:04.489268,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 100000, ""limit_groups_table"": 10000, ""limit_transactions_tables"": 25000000}",dbt_run_local,postgres,transformed,local_db,8,[],,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
093ad48a-2fe2-481a-8464-235144d4e736,,,,2024-02-22 09:44:34,2024-02-22 09:44:39,2024-02-22 09:44:39,2024-02-22 09:44:39.977084,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 100000, ""limit_groups_table"": 10000, ""limit_transactions_tables"": 25000000}",dbt_run_local,postgres,transformed,local_db,8,"[""view_selection_tool""]",,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
c051feb8-e502-4f6e-bcf2-f5d3b860ba96,,,,2024-02-22 09:51:05,2024-02-22 09:52:16,2024-02-22 09:52:16,2024-02-22 09:52:16.688697,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 10000, ""limit_groups_table"": 1000, ""limit_transactions_tables"": 25000000}",dbt_run_local,postgres,transformed,local_db,8,[],,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
a88d1657-3268-47c7-8842-aab3cb2990a5,,,,2024-02-22 09:52:31,2024-02-22 09:52:36,2024-02-22 09:52:36,2024-02-22 09:52:36.786903,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 10000, ""limit_groups_table"": 1000, ""limit_transactions_tables"": 25000000}",dbt_run_local,postgres,transformed,local_db,8,"[""view_selection_tool""]",,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
b5ba2ac7-8685-4144-8a06-0f65eaaf1925,,,,2024-02-22 10:00:15,2024-02-22 10:03:14,2024-02-22 10:03:14,2024-02-22 10:03:15.062771,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 10000, ""limit_groups_table"": 1000, ""limit_transactions_tables"": 25000000}",dbt_run_local,postgres,transformed,local_db,8,[],,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
549537c8-f3fb-42de-93cf-ae385d23931c,,,,2024-02-22 10:03:36,2024-02-22 10:03:45,2024-02-22 10:03:45,2024-02-22 10:03:46.028755,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 10000, ""limit_groups_table"": 1000, ""limit_transactions_tables"": 25000000}",dbt_run_local,postgres,transformed,local_db,8,"[""view_selection_tool""]",,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
3e394b54-0c24-4149-b64e-16686b1cb404,,,,2024-02-22 10:09:32,2024-02-22 10:09:58,2024-02-22 10:09:58,2024-02-22 10:09:58.950461,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 1000, ""limit_groups_table"": 100, ""limit_transactions_tables"": 2500000}",dbt_run_local,postgres,transformed,local_db,8,[],,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
c5fda22c-d793-4ac6-831d-2256da2d0c7e,,,,2024-02-22 10:10:33,2024-02-22 10:10:38,2024-02-22 10:10:38,2024-02-22 10:10:38.907209,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 1000, ""limit_groups_table"": 100, ""limit_transactions_tables"": 2500000}",dbt_run_local,postgres,transformed,local_db,8,"[""view_selection_tool""]",,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
69b14478-cafd-4cca-9779-92988ae24f5d,,,,2024-02-22 10:19:09,2024-02-22 10:19:59,2024-02-22 10:19:59,2024-02-22 10:19:59.761405,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 1000, ""limit_groups_table"": 100, ""limit_transactions_tables"": 2500000}",dbt_run_local,postgres,transformed,local_db,8,[],,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
c7cdd9a6-a4ac-40b1-92fd-bf4ab1f936fa,,,,2024-02-22 10:20:14,2024-02-22 10:20:20,2024-02-22 10:20:20,2024-02-22 10:20:21.026606,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 1000, ""limit_groups_table"": 100, ""limit_transactions_tables"": 2500000}",dbt_run_local,postgres,transformed,local_db,8,"[""view_selection_tool""]",,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
0489b689-9288-46a4-a32c-73a62a795040,,,,2024-03-06 12:30:45,2024-03-06 12:30:59,2024-03-06 12:30:59,2024-03-06 12:30:59.289960,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 1000, ""limit_groups_table"": 100, ""limit_transactions_tables"": 2500000}",dbt_run_local,postgres,transformed,local_db,8,"[""view_selection_tool""]",,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
aa557563-2e41-494a-96ca-717b7494ead2,,,,2024-03-06 12:31:40,2024-03-06 12:31:51,2024-03-06 12:31:51,2024-03-06 12:31:52.033187,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 1000, ""limit_groups_table"": 100, ""limit_transactions_tables"": 2500000}",dbt_run_local,postgres,transformed,local_db,8,"[""view_selection_tool""]",,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
e892ccf4-a1c6-4fca-87e7-c845eef12159,,,,2024-03-06 12:33:45,2024-03-06 12:33:52,2024-03-06 12:33:52,2024-03-06 12:33:52.435618,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 1000, ""limit_groups_table"": 100, ""limit_transactions_tables"": 2500000}",dbt_run_local,postgres,transformed,local_db,8,"[""view_selection_tool""]",,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
41d528a5-79d2-4668-b8bf-a85411ebbd80,,,,2024-03-06 12:36:45,2024-03-06 12:36:52,2024-03-06 12:36:52,2024-03-06 12:36:52.816951,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 1000, ""limit_groups_table"": 100, ""limit_transactions_tables"": 2500000}",dbt_run_local,postgres,transformed,local_db,8,"[""view_selection_tool""]",,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
910157b1-1598-4e05-9fb2-9f13bcaf22aa,,,,2024-03-08 10:50:28,2024-03-08 10:51:29,2024-03-08 10:51:29,2024-03-08 10:51:29.341292,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 1000, ""limit_groups_table"": 100, ""limit_transactions_tables"": 2500000}",dbt_run_local,postgres,transformed,local_db,8,[],,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
2f06242e-54ea-4a9b-affe-d067b2549ac0,,,,2024-03-08 10:52:32,2024-03-08 10:53:32,2024-03-08 10:53:32,2024-03-08 10:53:32.503807,run,1.7.5,0.13.0,false,{},"{""limit_accounts_table"": 1000, ""limit_groups_table"": 100, ""limit_transactions_tables"": 2500000}",dbt_run_local,postgres,transformed,local_db,8,[],,,dbt_chatGPT_suggestion,,,,,,,,,,,,"{""user"": ""postgres""}"
